FID,OBJECTID,EFF_DATE,SITE_NO,SITE_TYPE_,STATE_CODE,ARPT_ID,CITY,COUNTRY_CO,REGION_COD,ADO_CODE,STATE_NAME,COUNTY_NAM,COUNTY_ASS,ARPT_NAME,OWNERSHIP_,FACILITY_U,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMA,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIM,SURVEY_MET,ELEV,ELEV_METHO,geometry
175,175,2022-12-01 00:00:00+00:00,00375.5,A,AL,M38,HAZEL GREEN,US,ASO,JAN,ALABAMA,MADISON,AL,HAZEL GREEN,PR,PU,34,54,58.075,N,34.91613194,86,38,49.365,W,-86.64704583,E,814.0,E,POINT (-86.6470458332605 34.9161319445414)
176,176,2022-12-01 00:00:00+00:00,00375.6,A,AL,AL99,HAZEL GREEN,US,ASO,JAN,ALABAMA,MADISON,AL,ELKWOOD AIRPARK,PR,PR,34,58,50.64,N,34.98073333,86,41,2.42,W,-86.68400556,E,890.0,E,POINT (-86.6840055558633 34.9807333335613)
177,177,2022-12-01 00:00:00+00:00,00376.,A,AL,HDL,HEADLAND,US,ASO,JAN,ALABAMA,HENRY,AL,HEADLAND MUNI,PU,PU,31,21,50.9,N,31.36413889,85,18,45.1,W,-85.31252778,E,358.6,S,POINT (-85.3125277776949 31.3641388890636)
181,181,2022-12-01 00:00:00+00:00,00385.02,A,AL,AL93,HUNTSVILLE,US,ASO,JAN,ALABAMA,MADISON,AL,BIG SKY,PR,PR,34,53,8.316,N,34.88564333,86,42,35.992,W,-86.70999778,E,830.0,E,POINT (-86.709997777705 34.8856433333778)
182,182,2022-12-01 00:00:00+00:00,00385.1,A,AL,HSV,HUNTSVILLE,US,ASO,JAN,ALABAMA,MADISON,AL,HUNTSVILLE INTL-CARL T JONES FLD,PU,PU,34,38,13.909,N,34.63719694,86,46,30.195,W,-86.77505417,E,628.9,S,POINT (-86.7750541667379 34.6371969446543)
184,184,2022-12-01 00:00:00+00:00,00385.2,A,AL,3M5,HUNTSVILLE,US,ASO,JAN,ALABAMA,MADISON,AL,MOONTOWN,PR,PU,34,44,50.5,N,34.74736111,86,27,39.5,W,-86.46097222,E,655.0,E,POINT (-86.4609722224994 34.74736111113)
185,185,2022-12-01 00:00:00+00:00,00385.3,A,AL,4AL8,HUNTSVILLE,US,ASO,JAN,ALABAMA,MORGAN,AL,MILTON,PR,PR,34,29,25.95,N,34.49054167,86,40,24.36,W,-86.67343333,E,639.0,E,POINT (-86.6734333335902 34.4905416664925)
186,186,2022-12-01 00:00:00+00:00,00385.4,A,AL,MDQ,HUNTSVILLE,US,ASO,JAN,ALABAMA,MADISON,AL,HUNTSVILLE EXEC TOM SHARP JR FLD,PU,PU,34,51,33.668,N,34.85935222,86,33,27.05,W,-86.55751389,E,763.2,S,POINT (-86.5575138885043 34.8593522224156)
188,188,2022-12-01 00:00:00+00:00,00387.,A,AL,AL05,HURTSBORO,US,ASO,JAN,ALABAMA,BULLOCK,AL,SEHOY,PR,PR,32,13,16.8096,N,32.221336,85,28,18.4188,W,-85.471783,E,331.0,E,POINT (-85.4717830004206 32.2213359999082)
189,189,2022-12-01 00:00:00+00:00,00388.04,A,AL,2AL6,IRVINGTON,US,ASO,JAN,ALABAMA,MOBILE,AL,DALE O GALER AERODROME,PR,PR,30,29,31.13,N,30.49198056,88,11,50.31,W,-88.19730833,E,40.0,E,POINT (-88.1973083332973 30.4919805554785)
190,190,2022-12-01 00:00:00+00:00,00393.,A,AL,AL37,JACK,US,ASO,JAN,ALABAMA,COFFEE,AL,BENEDICK,PR,PR,31,33,18.1,N,31.55502778,85,58,38.2,W,-85.97727778,E,335.0,E,POINT (-85.9772777776515 31.5550277780834)
191,191,2022-12-01 00:00:00+00:00,00394.1,A,AL,4R3,JACKSON,US,ASO,JAN,ALABAMA,CLARKE,AL,JACKSON MUNI,PU,PU,31,28,14.015,N,31.47055972,87,53,45.245,W,-87.89590139,E,62.4,E,POINT (-87.8959013886473 31.4705597225127)
192,192,2022-12-01 00:00:00+00:00,00395.01,A,AL,3AL5,JACKSONVILLE,US,ASO,JAN,ALABAMA,CALHOUN,AL,EDWARDS FARM,PR,PR,33,50,7.1,N,33.83530556,85,45,50.1,W,-85.76391667,E,750.0,E,POINT (-85.7639166669354 33.8353055554852)
194,194,2022-12-01 00:00:00+00:00,00401.3,A,AL,JFX,JASPER,US,ASO,JAN,ALABAMA,WALKER,AL,WALKER COUNTY-BEVILL FLD,PU,PU,33,54,7.2,N,33.902,87,18,49.8,W,-87.31383333,E,482.6,S,POINT (-87.3138333335541 33.902000000106)
196,196,2022-12-01 00:00:00+00:00,00405.,A,AL,5AL7,KINSTON,US,ASO,JAN,ALABAMA,COFFEE,AL,JOHN H HATAWAY,PR,PR,31,15,0.0,N,31.25,86,10,0.0,W,-86.16666667,E,300.0,E,POINT (-86.1666666667828 31.2499999998996)
197,197,2022-12-01 00:00:00+00:00,00410.1,A,AL,7A3,LANETT,US,ASO,JAN,ALABAMA,CHAMBERS,AL,LANETT RGNL,PU,PU,32,48,42.635,N,32.81184306,85,13,46.147,W,-85.22948528,E,624.0,S,POINT (-85.2294852778224 32.8118430555693)
199,199,2022-12-01 00:00:00+00:00,00410.3,A,AL,4AL9,LAPINE,US,ASO,JAN,ALABAMA,MONTGOMERY,AL,T W SPEAR MEML,PR,PR,31,58,29.0,N,31.97472222,86,17,38.0,W,-86.29388889,E,438.0,E,POINT (-86.2938888890466 31.9747222223361)
201,201,2022-12-01 00:00:00+00:00,00412.1,A,AL,AL88,LILLIAN,US,ASO,JAN,ALABAMA,BALDWIN,AL,BAN FARM,PR,PR,30,25,35.712,N,30.42658667,87,28,14.926,W,-87.47081278,E,80.0,E,POINT (-87.4708127778138 30.4265866667096)
202,202,2022-12-01 00:00:00+00:00,00419.,A,AL,AL35,LOXLEY,US,ASO,JAN,ALABAMA,BALDWIN,AL,MC GINNIS,PR,PR,30,37,10.691,N,30.61963639,87,42,15.957,W,-87.7044325,E,125.0,E,POINT (-87.7044324998829 30.6196363888917)
203,203,2022-12-01 00:00:00+00:00,00419.05,A,AL,57AL,LOXLEY,US,ASO,JAN,ALABAMA,BALDWIN,AL,BASWELL,PR,PR,30,39,11.5,N,30.65319444,87,43,25.5,W,-87.72375,E,190.0,E,POINT (-87.7237500002117 30.6531944445052)
204,204,2022-12-01 00:00:00+00:00,00419.1,A,AL,1AL5,LOXLEY,US,ASO,JAN,ALABAMA,BALDWIN,AL,BERRY FLD,PR,PR,30,38,11.0,N,30.63638889,87,44,52.0,W,-87.74777778,E,170.0,E,POINT (-87.7477777781052 30.636388889128)
205,205,2022-12-01 00:00:00+00:00,00420.,A,AL,AL97,LOXLEY,US,ASO,JAN,ALABAMA,BALDWIN,AL,WILLIAMSON FARM,PR,PR,30,38,42.43,N,30.64511944,87,40,14.03,W,-87.67056389,E,162.0,E,POINT (-87.670563889156 30.6451194445577)
206,206,2022-12-01 00:00:00+00:00,00425.1,A,AL,04A,LUVERNE,US,ASO,JAN,ALABAMA,CRENSHAW,AL,FRANK SIKES,PU,PU,31,44,10.993,N,31.73638694,86,15,44.8367,W,-86.26245464,E,302.0,S,POINT (-86.2624546390778 31.7363869445056)
208,208,2022-12-01 00:00:00+00:00,00426.3,A,AL,7AL7,MADRID,US,ASO,JAN,ALABAMA,HOUSTON,AL,PRATT LANDING,PR,PR,31,3,52.2,N,31.0645,85,26,21.8,W,-85.43938889,E,184.0, ,POINT (-85.4393888888926 31.0644999997339)
209,209,2022-12-01 00:00:00+00:00,00426.51,A,AL,2AL1,MAGNOLIA SPRINGS,US,ASO,JAN,ALABAMA,BALDWIN,AL,COLLIER AIRPARK,PR,PR,30,25,26.71,N,30.42408611,87,46,39.961,W,-87.77776694,E,74.0,E,POINT (-87.7777669442091 30.4240861108592)
210,210,2022-12-01 00:00:00+00:00,00427.4,A,AL,AL76,MAPLESVILLE,US,ASO,JAN,ALABAMA,CHILTON,AL,MAYFIELD (PVT),PR,PR,32,50,55.453,N,32.84873694,86,52,11.958,W,-86.86998833,E,495.0,E,POINT (-86.8699883334745 32.8487369440673)
211,211,2022-12-01 00:00:00+00:00,00428.21,A,AL,A08,MARION,US,ASO,JAN,ALABAMA,PERRY,AL,VAIDEN FLD,PU,PU,32,30,37.8,N,32.5105,87,23,5.2,W,-87.38477778,E,220.0,S,POINT (-87.3847777777275 32.5104999999678)
213,213,2022-12-01 00:00:00+00:00,00430.,A,AL,AL09,MENTONE,US,ASO,JAN,ALABAMA,DE KALB,AL,CLOUDMONT AIRPARK,PR,PR,34,32,27.085,N,34.54085694,85,35,32.255,W,-85.59229306,E,1692.0,S,POINT (-85.5922930557973 34.5408569444202)
215,215,2022-12-01 00:00:00+00:00,00433.5,A,AL,28AL,MILLBROOK,US,ASO,JAN,ALABAMA,ELMORE,AL,FOSHEE,PR,PR,32,25,59.6,N,32.43322222,86,22,28.53,W,-86.37459167,E,143.0,E,POINT (-86.3745916665745 32.4332222219711)
216,216,2022-12-01 00:00:00+00:00,00437.,A,AL,BFM,MOBILE,US,ASO,JAN,ALABAMA,MOBILE,AL,MOBILE INTL,PU,PU,30,37,36.41,N,30.62678056,88,4,5.127,W,-88.06809083,E,26.2,S,POINT (-88.0680908333115 30.626780555909)
219,219,2022-12-01 00:00:00+00:00,00437.3,A,AL,62AL,MOBILE,US,ASO,JAN,ALABAMA,MOBILE,AL,SKYWEST AIRPARK,PR,PR,30,41,0.688,N,30.68352444,88,22,19.04,W,-88.37195556,E,150.0,E,POINT (-88.3719555560025 30.6835244447674)
220,220,2022-12-01 00:00:00+00:00,00437.4,A,AL,26AL,MOBILE,US,ASO,JAN,ALABAMA,MOBILE,AL,RICHARDSON FLD,PR,PR,30,37,53.0,N,30.63138889,88,16,47.0,W,-88.27972222,E,180.0,E,POINT (-88.2797222217783 30.6313888890273)
221,221,2022-12-01 00:00:00+00:00,00438.,A,AL,MOB,MOBILE,US,ASO,JAN,ALABAMA,MOBILE,AL,MOBILE RGNL,PU,PU,30,41,29.1,N,30.69141667,88,14,34.2,W,-88.24283333,E,218.7,S,POINT (-88.2428333331324 30.6914166666462)
225,225,2022-12-01 00:00:00+00:00,00440.2,A,AL,MVC,MONROEVILLE,US,ASO,JAN,ALABAMA,MONROE,AL,MONROE COUNTY AEROPLEX,PU,PU,31,27,29.0,N,31.45805556,87,21,3.7,W,-87.35102778,E,419.1,S,POINT (-87.3510277778558 31.458055555249)
226,226,2022-12-01 00:00:00+00:00,00445.,A,AL,5AL3,MONTEVALLO,US,ASO,JAN,ALABAMA,SHELBY,AL,FLYING X RANCH,PR,PR,33,9,10.422,N,33.152895,86,51,4.96,W,-86.85137778,E,466.0,S,POINT (-86.8513777776299 33.1528949997152)
227,227,2022-12-01 00:00:00+00:00,00446.,A,AL,MXF,MONTGOMERY,US,ASO,JAN,ALABAMA,MONTGOMERY,AL,MAXWELL AFB,MA,PR,32,22,58.6,N,32.38294444,86,21,56.8,W,-86.36577778,E,170.8,E,POINT (-86.3657777778924 32.3829444446115)
231,231,2022-12-01 00:00:00+00:00,00446.51,A,AL,AL12,MONTGOMERY,US,ASO,JAN,ALABAMA,MONTGOMERY,AL,KERSHAW,PR,PR,32,21,38.88,N,32.3608,86,7,14.61,W,-86.120725,E,225.0,S,POINT (-86.1207249995729 32.3608000001384)
232,232,2022-12-01 00:00:00+00:00,00447.,A,AL,MGM,MONTGOMERY,US,ASO,JAN,ALABAMA,MONTGOMERY,AL,MONTGOMERY RGNL (DANNELLY FLD),PU,PU,32,18,2.3,N,32.30063889,86,23,38.3,W,-86.39397222,E,221.1,S,POINT (-86.393972222348 32.3006388889334)
233,233,2022-12-01 00:00:00+00:00,00448.,A,AL,1AL8,MOODY,US,ASO,JAN,ALABAMA,ST CLAIR,AL,MOORE FLD,PR,PR,33,36,39.35,N,33.61093056,86,28,29.66,W,-86.47490556,E,730.0,E,POINT (-86.4749055551884 33.6109305553532)
234,234,2022-12-01 00:00:00+00:00,00450.,A,AL,AL34,MOULTON,US,ASO,JAN,ALABAMA,LAWRENCE,AL,ELAM'S LANDING,PR,PR,34,26,49.344,N,34.44704,87,23,10.078,W,-87.38613278,E,685.0,E,POINT (-87.3861327776375 34.4470399999422)
236,236,2022-12-01 00:00:00+00:00,00450.35,A,AL,AL44,MOUNDVILLE,US,ASO,JAN,ALABAMA,HALE,AL,MOUNDVILLE,PR,PR,32,58,10.165,N,32.96949028,87,38,13.275,W,-87.63702083,E,162.0,E,POINT (-87.6370208332779 32.9694902777638)
238,238,2022-12-01 00:00:00+00:00,00454.01,A,ID,77ID,MERIDIAN,US,ANM,HLN,IDAHO,ADA,ID,ASHLEY,PR,PR,43,31,28.0,N,43.52444444,116,24,25.0,W,-116.40694444,E,2713.0, ,POINT (-116.406944444836 43.524444444676)
239,239,2022-12-01 00:00:00+00:00,00455.,A,AL,MSL,MUSCLE SHOALS,US,ASO,JAN,ALABAMA,COLBERT,AL,NORTHWEST ALABAMA RGNL,PU,PU,34,44,43.1,N,34.74530556,87,36,36.8,W,-87.61022222,E,550.5,S,POINT (-87.6102222225517 34.7453055557072)
241,241,2022-12-01 00:00:00+00:00,00455.1,A,AL,5AL5,MUSCLE SHOALS,US,ASO,JAN,ALABAMA,COLBERT,AL,BIG RIVER AIRPARK,PR,PR,34,41,31.51,N,34.69208611,87,39,4.39,W,-87.65121944,E,505.0,E,POINT (-87.6512194447585 34.6920861109871)
244,244,2022-12-01 00:00:00+00:00,00463.1,A,AL,20A,ONEONTA,US,ASO,JAN,ALABAMA,BLOUNT,AL,ROBBINS FLD,PU,PU,33,58,16.6,N,33.97127778,86,22,49.4,W,-86.38038889,E,1124.9,S,POINT (-86.380388888565 33.9712777780854)
246,246,2022-12-01 00:00:00+00:00,00464.5,A,AL,AL89,OPELIKA,US,ASO,JAN,ALABAMA,LEE,AL,SOMMERSET STRIP,PR,PR,32,43,7.473,N,32.7187425,85,22,0.805,W,-85.36689028,E,820.0,E,POINT (-85.3668902775309 32.718742499849)
250,250,2022-12-01 00:00:00+00:00,00477.,A,AL,AL71,OUR TOWN,US,ASO,JAN,ALABAMA,TALLAPOOSA,AL,WILLOW POINT,PR,PR,32,48,13.456,N,32.80373778,85,58,49.869,W,-85.98051917,E,551.0,E,POINT (-85.9805191668946 32.8037377778369)
251,251,2022-12-01 00:00:00+00:00,00479.,A,AL,3AL8,OWENS CROSSROADS,US,ASO,JAN,ALABAMA,MADISON,AL,FLINT RIVER RANCH,PR,PR,34,37,9.0,N,34.61916667,86,28,1.0,W,-86.46694444,E,590.0,E,POINT (-86.4669444443921 34.6191666669212)
253,253,2022-12-01 00:00:00+00:00,00480.1,A,AL,71J,OZARK,US,ASO,JAN,ALABAMA,DALE,AL,OZARK/BLACKWELL FLD,PU,PU,31,25,54.5232,N,31.431812,85,37,13.9221,W,-85.62053392,E,357.9,S,POINT (-85.620533917102 31.4318120002442)
255,255,2022-12-01 00:00:00+00:00,00480.12,A,AL,36AL,OZARK,US,ASO,JAN,ALABAMA,DALE,AL,HIDDEN SPRINGS AIRPARK,PR,PR,31,29,34.4,N,31.49288889,85,32,3.4,W,-85.53427778,E,346.0,E,POINT (-85.5342777778439 31.4928888892223)
258,258,2022-12-01 00:00:00+00:00,00480.6,A,AL,PLR,PELL CITY,US,ASO,JAN,ALABAMA,ST CLAIR,AL,ST CLAIR COUNTY,PU,PU,33,33,31.8,N,33.55883333,86,14,56.6,W,-86.24905556,E,484.7,S,POINT (-86.2490555551495 33.5588333334571)
259,259,2022-12-01 00:00:00+00:00,00480.71,A,AL,AL33,PERDIDO,US,ASO,JAN,ALABAMA,ESCAMBIA,AL,STURDY OAK FARM,PR,PR,31,2,9.71,N,31.03603056,87,35,37.71,W,-87.59380833,E,230.0,E,POINT (-87.5938083332411 31.0360305558977)
260,260,2022-12-01 00:00:00+00:00,00481.01,A,AL,2AL8,PHENIX CITY,US,ASO,JAN,ALABAMA,RUSSELL,AL,FINKLEY FARM,PR,PR,32,25,16.0,N,32.42111111,85,14,53.0,W,-85.24805556,E,413.0,E,POINT (-85.2480555559046 32.4211111107656)
261,261,2022-12-01 00:00:00+00:00,00481.29,A,AL,84AL,PINCKARD,US,ASO,JAN,ALABAMA,DALE,AL,BLESSINGS LANDING AIR RANCH,PR,PR,31,18,9.4,N,31.30261111,85,31,23.3,W,-85.52313889,E,420.0,E,POINT (-85.5231388893064 31.3026111112476)
262,262,2022-12-01 00:00:00+00:00,00481.30,A,AL,7AL5,PINCKARD,US,ASO,JAN,ALABAMA,DALE,AL,LIBERTY FLD,PR,PR,31,17,23.65,N,31.28990278,85,32,25.72,W,-85.54047778,E,363.0, ,POINT (-85.5404777774584 31.2899027775772)
263,263,2022-12-01 00:00:00+00:00,00481.37,A,AL,AL16,PINSON,US,ASO,JAN,ALABAMA,JEFFERSON,AL,TURKEY CREEK,PR,PR,33,43,36.365,N,33.72676806,86,43,24.968,W,-86.72360222,E,640.0,E,POINT (-86.7236022218972 33.7267680553499)
264,264,2022-12-01 00:00:00+00:00,00481.91,A,AL,1A9,PRATTVILLE,US,ASO,JAN,ALABAMA,AUTAUGA,AL,PRATTVILLE/GROUBY FLD,PU,PU,32,26,19.4,N,32.43872222,86,30,45.7,W,-86.51269444,E,224.9,S,POINT (-86.512694444358 32.4387222222883)
265,265,2022-12-01 00:00:00+00:00,00492.5,A,AL,HUA,REDSTONE ARSNL HUNTSVILLE,US,ASO,JAN,ALABAMA,MADISON,AL,REDSTONE AAF,MR,PR,34,40,43.179,N,34.67866083,86,41,5.246,W,-86.68479056,E,685.4,E,POINT (-86.6847905558609 34.6786608332473)
266,266,2022-12-01 00:00:00+00:00,00494.,A,AL,3M8,REFORM,US,ASO,JAN,ALABAMA,PICKENS,AL,NORTH PICKENS,PU,PU,33,23,12.31,N,33.38675278,88,0,23.685,W,-88.00657917,E,236.8,E,POINT (-88.0065791667453 33.3867527778218)
267,267,2022-12-01 00:00:00+00:00,00498.,A,AL,7A5,ROANOKE,US,ASO,JAN,ALABAMA,RANDOLPH,AL,ROANOKE MUNI ENLOE,PU,PU,33,7,46.84,N,33.12967778,85,22,19.975,W,-85.37221528,E,907.0,E,POINT (-85.3722152776345 33.1296777779343)
269,269,2022-12-01 00:00:00+00:00,00498.5,A,AL,AL25,ROBA,US,ASO,JAN,ALABAMA,MACON,AL,SPRATLING FLD,PR,PR,32,14,32.527,N,32.24236861,85,36,3.814,W,-85.60105944,E,368.0,E,POINT (-85.6010594442621 32.2423686107397)
270,270,2022-12-01 00:00:00+00:00,00499.03,A,AL,AL84,ROBERTSDALE,US,ASO,JAN,ALABAMA,BALDWIN,AL,PECAN PONDS FARM,PR,PR,30,33,30.697,N,30.55852694,87,36,14.945,W,-87.60415139,E,125.0,E,POINT (-87.604151388997 30.558526944364)
271,271,2022-12-01 00:00:00+00:00,00499.1,A,AL,1AL4,ROBERTSDALE,US,ASO,JAN,ALABAMA,BALDWIN,AL,ELSANOR,PR,PR,30,32,41.0,N,30.54472222,87,33,34.0,W,-87.55944444,E,180.0,E,POINT (-87.5594444444671 30.5447222223032)
272,272,2022-12-01 00:00:00+00:00,00502.1,A,AL,M22,RUSSELLVILLE,US,ASO,JAN,ALABAMA,FRANKLIN,AL,BILL PUGH FLD,PU,PU,34,26,42.3,N,34.44508333,87,42,41.9,W,-87.71163889,E,717.8,S,POINT (-87.7116388892967 34.4450833333354)
274,274,2022-12-01 00:00:00+00:00,00507.,A,AL,2R5,ST ELMO,US,ASO,JAN,ALABAMA,MOBILE,AL,ST ELMO,PU,PU,30,30,6.9,N,30.50191667,88,16,30.4,W,-88.27511111,E,132.4,S,POINT (-88.2751111110344 30.5019166663353)
275,275,2022-12-01 00:00:00+00:00,00507.02,A,AL,1A4,SAMSON,US,ASO,JAN,ALABAMA,GENEVA,AL,LOGAN FLD,PU,PU,31,6,13.33,N,31.10370278,86,3,45.36,W,-86.0626,E,200.0,E,POINT (-86.0625999995941 31.1037027775883)
277,277,2022-12-01 00:00:00+00:00,00509.1,A,AL,4A6,SCOTTSBORO,US,ASO,JAN,ALABAMA,JACKSON,AL,SCOTTSBORO MUNI-WORD FLD,PU,PU,34,41,19.3,N,34.68869444,86,0,21.4,W,-86.00594444,E,650.3,S,POINT (-86.0059444448924 34.688694444654)
280,280,2022-12-01 00:00:00+00:00,00511.,A,AL,SEM,SELMA,US,ASO,JAN,ALABAMA,DALLAS,AL,CRAIG FLD,PU,PU,32,20,38.208,N,32.34394667,86,59,16.1,W,-86.98780556,E,166.2,S,POINT (-86.9878055558364 32.3439466669477)
282,282,2022-12-01 00:00:00+00:00,00514.,A,AL,AL74,SEMMES,US,ASO,JAN,ALABAMA,MOBILE,AL,GRIMES FLD,PR,PR,30,45,51.678,N,30.764355,88,18,21.029,W,-88.30584139,E,215.0,E,POINT (-88.3058413890444 30.7643550003821)
284,284,2022-12-01 00:00:00+00:00,00516.,A,AL,AL41,SLOCOMB,US,ASO,JAN,ALABAMA,GENEVA,AL,FREEDOM FLD,PR,PR,31,6,57.638,N,31.11601056,85,37,31.76,W,-85.62548889,E,285.0,E,POINT (-85.6254888885636 31.1160105556203)
288,288,2022-12-01 00:00:00+00:00,00518.005,A,AL,AL04,SOMERVILLE,US,ASO,JAN,ALABAMA,MORGAN,AL,MCCALL,PR,PR,34,28,46.5,N,34.47958333,86,46,16.0,W,-86.77111111,E,700.0,E,POINT (-86.7711111115113 34.4795833334698)
290,290,2022-12-01 00:00:00+00:00,00520.1,A,AL,7AL2,STEELE,US,ASO,JAN,ALABAMA,ST CLAIR,AL,PETERSON FLD,PR,PR,33,51,53.355,N,33.86482083,86,18,39.009,W,-86.31083583,E,600.0, ,POINT (-86.310835833257 33.8648208336227)
291,291,2022-12-01 00:00:00+00:00,00520.2,A,AL,7A6,STEVENSON,US,ASO,JAN,ALABAMA,JACKSON,AL,STEVENSON,PU,PU,34,53,10.595,N,34.88627639,85,48,11.84,W,-85.80328889,E,644.0,E,POINT (-85.8032888888956 34.8862763892236)
294,294,2022-12-01 00:00:00+00:00,00522.,A,AL,AL69,SEMINOLE,US,ASO,JAN,ALABAMA,BALDWIN,AL,VAUGHN,PR,PR,30,30,30.703,N,30.50852861,87,29,29.931,W,-87.4916475,E,30.0,E,POINT (-87.4916475003181 30.5085286107852)
295,295,2022-12-01 00:00:00+00:00,00522.1,A,AL,4AL6,SUMMERDALE,US,ASO,JAN,ALABAMA,BALDWIN,AL,BONNER FLD,PR,PR,30,28,0.705,N,30.4668625,87,40,59.951,W,-87.68331972,E,105.0,E,POINT (-87.6833197218487 30.4668624996144)
296,296,2022-12-01 00:00:00+00:00,00522.11,A,AL,NFD,SUMMERDALE,US,ASO,JAN,ALABAMA,WILCOX,AL,SUMMERDALE NOLF,MN,PR,30,30,27.4661,N,30.50762947,87,38,48.7585,W,-87.64687736,E,130.3,S,POINT (-87.646877361476 30.5076294724209)
297,297,2022-12-01 00:00:00+00:00,00525.1,A,AL,SCD,SYLACAUGA,US,ASO,JAN,ALABAMA,TALLADEGA,AL,MERKEL FLD SYLACAUGA MUNI,PU,PU,33,10,18.6,N,33.17183333,86,18,19.9,W,-86.30552778,E,568.9,S,POINT (-86.3055277780747 33.1718333331822)
299,299,2022-12-01 00:00:00+00:00,00528.03,A,AL,8AL2,TALLADEGA,US,ASO,JAN,ALABAMA,TALLADEGA,AL,CHARLES C KILLOUGH FLD,PR,PR,33,21,19.5336,N,33.355426,86,15,43.686,W,-86.262135,E,443.0,E,POINT (-86.2621349996351 33.3554259996516)
301,301,2022-12-01 00:00:00+00:00,00528.1,A,AL,ASN,TALLADEGA,US,ASO,JAN,ALABAMA,TALLADEGA,AL,TALLADEGA MUNI,PU,PU,33,34,10.215,N,33.56950417,86,3,4.325,W,-86.05120139,E,528.8,S,POINT (-86.0512013892433 33.5695041668325)
306,306,2022-12-01 00:00:00+00:00,00546.,A,AL,TOI,TROY,US,ASO,JAN,ALABAMA,PIKE,AL,TROY MUNI AT N KENNETH CAMPBELL FLD,PU,PU,31,51,36.0,N,31.86,86,0,50.0,W,-86.01388889,E,397.2,S,POINT (-86.0138888892453 31.8599999996273)
307,307,2022-12-01 00:00:00+00:00,00546.01,A,AL,AL77,TROY,US,ASO,JAN,ALABAMA,PIKE,AL,SMART ROAD,PR,PR,31,44,26.0,N,31.74055556,86,0,25.3,W,-86.00702778,E,425.0,E,POINT (-86.0070277780908 31.7405555558655)
309,309,2022-12-01 00:00:00+00:00,00554.,A,AL,TCL,TUSCALOOSA,US,ASO,JAN,ALABAMA,TUSCALOOSA,AL,TUSCALOOSA NTL,PU,PU,33,13,14.264,N,33.22062889,87,36,41.054,W,-87.61140389,E,169.9,S,POINT (-87.6114038889344 33.220628888821)
314,314,2022-12-01 00:00:00+00:00,00561.,A,AL,06A,TUSKEGEE,US,ASO,JAN,ALABAMA,MACON,AL,MOTON FLD MUNI,PU,PU,32,27,37.7,N,32.46047222,85,40,48.1,W,-85.68002778,E,264.0,S,POINT (-85.6800277779956 32.4604722221316)
315,315,2022-12-01 00:00:00+00:00,00561.02,A,AL,27AL,TUSKEGEE,US,ASO,JAN,ALABAMA,MACON,AL,LITTLE TEXAS,PR,PR,32,27,12.7,N,32.45352778,85,33,29.36,W,-85.55815556,E,500.0,E,POINT (-85.5581555559496 32.4535277779919)
316,316,2022-12-01 00:00:00+00:00,00565.,A,AL,07A,UNION SPRINGS,US,ASO,JAN,ALABAMA,BULLOCK,AL,FRANKLIN FLD,PU,PU,32,10,3.333,N,32.1675925,85,48,40.308,W,-85.81119667,E,301.0,S,POINT (-85.8111966667135 32.1675925001423)
318,318,2022-12-01 00:00:00+00:00,00570.,A,AL,M55,VERNON,US,ASO,JAN,ALABAMA,LAMAR,AL,LAMAR COUNTY,PU,PU,33,50,48.188,N,33.84671889,88,6,55.713,W,-88.11547583,E,463.0,S,POINT (-88.1154758335699 33.8467188890406)
321,321,2022-12-01 00:00:00+00:00,00590.,A,AL,08A,WETUMPKA,US,ASO,JAN,ALABAMA,ELMORE,AL,WETUMPKA MUNI,PU,PU,32,31,38.4,N,32.52733333,86,19,51.7,W,-86.33102778,E,197.1,S,POINT (-86.3310277779379 32.5273333333385)
322,322,2022-12-01 00:00:00+00:00,00590.1,A,AL,2AL3,WETUMPKA,US,ASO,JAN,ALABAMA,ELMORE,AL,EMERALD MOUNTAIN,PR,PR,32,27,19.491,N,32.45541417,86,7,9.0,W,-86.11916667,E,365.0,E,POINT (-86.1191666668967 32.4554141666201)
323,323,2022-12-01 00:00:00+00:00,00593.5,A,AL,AL94,WILMER,US,ASO,JAN,ALABAMA,MOBILE,AL,EVANS FLD,PR,PR,30,48,45.676,N,30.81268778,88,22,38.043,W,-88.37723417,E,212.0,E,POINT (-88.3772341671048 30.812687777835)
324,324,2022-12-01 00:00:00+00:00,00594.,A,AL,AL17,WILSONVILLE,US,ASO,JAN,ALABAMA,SHELBY,AL,LAZY EIGHT AIRPARK LLC,PR,PR,33,14,2.411,N,33.23400306,86,30,46.932,W,-86.51303667,E,450.0,E,POINT (-86.5130366665486 33.2340030552809)
326,326,2022-12-01 00:00:00+00:00,00596.,A,AL,AL54,WINFIELD,US,ASO,JAN,ALABAMA,FAYETTE,AL,BIRD NEST,PR,PR,33,51,48.0,N,33.86333333,87,50,43.0,W,-87.84527778,E,420.0,S,POINT (-87.845277777635 33.8633333334349)
327,327,2022-12-01 00:00:00+00:00,00597.,A,AL,4AL5,WOODVILLE,US,ASO,JAN,ALABAMA,JACKSON,AL,J5 MIKE,PR,PR,34,39,58.85,N,34.66634722,86,13,20.23,W,-86.22228611,E,680.0, ,POINT (-86.222286110924 34.6663472220253)
